arc_id,point_order,x,y,genre,direction,total
7,43,169.57832481516692,223.91521472593018,Horror,all,3240
7,44,166.95837273072152,227.39756676197555,Horror,all,3240
7,45,164.3910446174841,230.9188947766202,Horror,all,3240
7,46,161.87692021308487,234.47840360607182,Horror,all,3240
7,47,159.41656724103234,238.07528946479079,Horror,all,3240
7,48,157.0105412825138,241.70874012699542,Horror,all,3240
7,49,154.6593856509375,245.37793511007362,Horror,all,3240
7,50,152.363631269245,249.08204585985953,Horror,all,3240
7,51,150.12379655002155,252.8202359377317,Horror,all,3240
7,52,147.9403872784317,256.59166120949243,Horror,all,3240
7,53,145.81389649800587,260.39547003598506,Horror,all,3240
7,54,143.74480439930448,264.23080346540576,Horror,all,3240
7,55,141.73357821148443,268.0967954272659,Horror,all,3240
8,0,201.81921111865313,148.7543534340007,Science Fiction,all,2532
8,1,204.78331386791064,146.44439376025363,Science Fiction,all,2532
8,2,207.7743386354179,144.16940153111273,Science Fiction,all,2532
8,3,210.7918729337746,141.92969048708625,Science Fiction,all,2532
8,4,213.83550061969373,139.72556950311093,Science Fiction,all,2532
8,5,216.9048019513912,137.55734254595592,Science Fiction,all,2532
8,6,219.99935364647197,135.42530863230297,Science Fiction,all,2532
8,7,223.11872894030404,133.3297617875096,Science Fiction,all,2532
8,8,226.26249764487306,131.27099100506052,Science Fiction,all,2532
8,9,229.43022620810862,129.24928020671302,Science Fiction,all,2532
8,10,232.62147777367494,127.26490820334175,Science Fiction,all,2532
8,11,235.83581224121698,125.31814865648835,Science Fiction,all,2532
8,12,239.07278632705382,123.40927004062132,Science Fiction,all,2532
8,13,242.33195362531134,121.53853560611117,Science Fiction,all,2532
8,14,245.6128646694851,119.70620334292573,Science Fiction,all,2532
8,15,248.9150669944264,117.9125259450513,Science Fiction,all,2532
8,16,252.23810519873973,116.15775077564427,Science Fiction,all,2532
8,17,255.58152100758716,114.44211983291717,Science Fiction,all,2532
8,18,258.94485333588835,112.76586971676579,Science Fiction,all,2532
8,19,262.3276383519078,111.12923159613933,Science Fiction,all,2532
8,20,265.72940954122123,109.53243117716067,Science Fiction,all,2532
8,21,269.14969777105193,107.97568867199954,Science Fiction,all,2532
8,22,272.5880313549678,106.45921876850343,Science Fiction,all,2532
8,23,276.0439361179313,104.98323060059028,Science Fiction,all,2532
